Cruise,lat,lon
EN-233,22.580,-66.162
EN-233,21.838,-65.842
EN-233,18.462,-66.098
EN-233,18.462,-66.098
EN-233,21.850,-68.212
EN-233,23.697,-69.367
EN-233,24.960,-66.348
EN-233,26.557,-65.270
EN-233,29.853,-64.862
EN-233,32.378,-64.680
EN-233,32.378,-64.682
EN-233,32.190,-64.793
EN-233,32.378,-64.682
EN-234,32.268,-64.855
EN-234,31.168,-64.490
EN-234,31.192,-64.523
EN-234,31.152,-64.505
EN-234,28.453,-64.508
EN-234,26.002,-64.505
EN-234,25.988,-64.520
EN-234,25.998,-64.507
EN-234,25.990,-64.510
EN-234,28.845,-64.480
EN-234,31.503,-64.423
EN-234,31.732,-64.162
EN-234,31.763,-64.300
EN-234,31.750,-64.172
EN-234,31.747,-64.175
EN-234,31.708,-64.153
EN-234,31.753,-64.167
EN-234,31.732,-64.185
EN-234,31.753,-64.172
EN-234,32.378,-64.680
EN-235,32.247,-64.562
EN-235,32.143,-64.515
EN-235,32.175,-64.505
EN-235,32.158,-64.498
EN-235,32.170,-64.503
EN-235,31.730,-64.240
EN-235,31.707,-64.238
EN-235,31.732,-64.255
EN-235,31.720,-64.275
EN-235,31.740,-64.218
EN-235,31.767,-64.192
EN-235,32.393,-64.565
EN-235,32.378,-64.682
EN-236,32.378,-64.682
EN-236,31.825,-64.580
EN-236,28.020,-64.618
EN-236,25.608,-64.907
EN-236,27.570,-68.482
EN-236,28.965,-71.165
EN-236,29.762,-72.805
EN-236,30.865,-74.867
EN-236,31.753,-76.292
EN-236,34.762,-75.278
EN-236,38.377,-72.657
EN-236,41.587,-71.412
EN-236,41.587,-71.412
EN-237,41.467,-71.372
EN-237,41.348,-67.503
EN-237,40.893,-67.975
EN-237,41.030,-68.047
EN-237,41.018,-68.040
EN-237,40.637,-68.197
EN-237,40.702,-68.848
EN-237,40.428,-67.705
EN-237,41.278,-68.605
EN-237,41.397,-71.135
EN-238,37.840,-68.445
EN-238,33.682,-65.303
EN-238,31.723,-64.162
EN-238,31.728,-64.240
EN-238,31.745,-64.175
EN-238,32.565,-64.132
EN-238,32.573,-64.092
EN-238,32.565,-64.145
EN-238,32.378,-64.682
EN-238,35.182,-66.368
EN-238,38.818,-69.057
EN-238,41.587,-71.412
EN-239,41.433,-71.393
EN-239,38.468,-72.513
EN-239,35.347,-74.947
EN-239,34.547,-74.335
EN-239,35.043,-75.045
EN-239,34.968,-74.800
EN-239,35.050,-75.068
EN-239,34.907,-74.685
EN-239,35.075,-75.045
EN-239,34.715,-76.703
EN-239,34.715,-76.703
EN-239,32.657,-75.832
EN-239,32.618,-75.117
EN-239,31.908,-75.503
EN-239,32.195,-75.138
EN-239,31.248,-74.860
EN-239,30.705,-74.238
EN-239,30.725,-74.180
EN-239,30.867,-73.945
EN-239,30.708,-74.185
EN-239,30.582,-74.232
EN-239,30.210,-73.748
EN-239,30.328,-74.185
EN-239,30.637,-74.320
EN-239,30.482,-74.292
EN-239,30.677,-74.280
EN-239,33.970,-74.270
EN-239,38.388,-72.750
EN-240,41.587,-71.412
EN-240,41.523,-70.672
EN-240,42.848,-69.853
EN-240,42.967,-70.388
EN-240,42.785,-69.798
EN-240,43.012,-70.650
EN-240,42.853,-69.672
EN-240,42.788,-69.778
EN-240,42.403,-69.535
EN-240,41.450,-70.230
EN-240,41.415,-71.297
EN-241,41.587,-71.412
EN-241,38.525,-74.115
EN-241,36.917,-76.173
EN-241,35.618,-74.768
EN-241,35.370,-74.872
EN-241,35.412,-74.825
EN-241,35.417,-74.790
EN-241,35.498,-74.733
EN-241,35.563,-74.715
EN-241,36.915,-76.173
EN-241,36.915,-76.173
EN-241,35.488,-74.813
EN-241,35.812,-74.830
EN-241,36.965,-76.162
EN-241,40.373,-72.190
EN-241,41.587,-71.408
EN-241,41.587,-71.409
EN-241,41.587,-71.409
EN-242,41.485,-71.347
EN-242,37.958,-68.632
EN-242,34.047,-65.593
EN-242,32.033,-64.370
EN-242,31.757,-64.167
EN-242,31.750,-64.167
EN-242,31.763,-64.162
EN-242,31.758,-64.167
EN-242,31.765,-64.170
EN-242,31.767,-64.168
EN-242,31.762,-64.158
EN-242,31.902,-64.162
EN-242,31.780,-64.152
EN-242,32.378,-64.682
EN-243,31.955,-65.143
EN-243,28.762,-68.913
EN-243,27.532,-68.752
EN-243,25.713,-65.087
EN-243,27.280,-67.792
EN-243,28.673,-70.787
EN-243,30.245,-73.648
EN-243,31.482,-75.968
EN-243,29.757,-72.842
EN-243,30.177,-71.665
EN-243,34.780,-71.537
EN-243,39.430,-71.417
EN-246,41.267,-71.027
EN-246,40.665,-69.150
EN-246,41.433,-70.783
EN-247,42.849,-68.954
EN-247,42.850,-68.955
EN-247,42.847,-68.956
EN-247,42.894,-68.953
EN-248,42.085,-67.635
EN-249,36.196,-75.699
EN-249,36.258,-75.557
EN-249,36.241,-75.581
EN-249,36.476,-75.784
EN-249,36.125,-75.418
EN-249,36.750,-75.775
EN-250,37.001,-75.686
EN-250,37.372,-74.468
EN-250,37.370,-74.459
EN-250,35.925,-71.571
EN-250,33.505,-67.185
EN-250,31.762,-65.115
EN-250,31.715,-64.302
EN-250,31.720,-64.298
EN-250,31.713,-64.303
EN-250,32.197,-64.469
EN-250,32.603,-65.871
EN-250,35.296,-71.810
EN-250,36.750,-75.560
EN-251,36.202,-75.695
EN-251,36.244,-75.584
EN-251,38.920,-73.225
EN-251,41.378,-70.890
EN-252,42.852,-68.948
EN-252,42.845,-68.961
EN-252,42.848,-68.952
EN-252,42.847,-68.948
EN-253,41.500,-70.667
EN-253,39.895,-67.980
EN-253,40.522,-67.420
EN-253,40.567,-67.402
EN-253,40.488,-67.453
EN-253,42.247,-67.485
EN-253,41.843,-68.502
EN-253,42.370,-69.481
EN-253,42.357,-69.612
EN-253,42.327,-69.648
EN-253,41.573,-70.672
EN-254,39.173,-73.060
EN-254,39.153,-75.671
EN-254,36.205,-75.682
EN-254,39.045,-70.670
EN-254,41.352,-70.933
EN-255,41.125,-70.715
EN-255,39.967,-65.847
EN-255,39.430,-61.290
EN-255,37.567,-57.250
EN-255,36.255,-54.475
EN-255,36.745,-58.195
EN-255,37.487,-58.615
EN-255,38.523,-59.317
EN-255,36.675,-58.317
EN-255,35.450,-63.423
EN-255,37.372,-67.195
EN-255,40.008,-69.555
EN-256,40.968,-67.315
EN-256,41.397,-67.553
EN-256,41.410,-67.545
EN-256,40.903,-67.639
EN-256,41.573,-70.672
EN-257,41.162,-66.192
EN-257,41.665,-61.787
EN-257,41.498,-57.356
EN-257,42.235,-57.862
EN-257,42.491,-55.656
EN-257,43.172,-55.262
EN-257,43.059,-55.212
EN-257,42.913,-58.053
EN-257,43.711,-59.404
EN-257,42.388,-60.497
EN-257,41.422,-60.450
EN-257,40.975,-62.301
EN-257,41.535,-62.623
EN-257,42.399,-63.382
EN-257,42.446,-63.424
EN-257,40.713,-65.633
EN-257,37.923,-68.227
EN-257,38.534,-69.018
EN-257,39.616,-69.746
EN-257,41.523,-70.672
EN-258,38.145,-74.228
EN-258,36.479,-75.777
EN-258,35.973,-75.587
EN-258,36.157,-75.318
EN-258,37.239,-75.270
EN-258,41.455,-70.742
